k,t,u,thetaR1_rad,thetaR2_rad,thetaR1_deg,thetaR2_deg,thetaF1_rad,thetaF2_rad,thetaF1_deg,thetaF2_deg,R1_orth_error,R2_orth_error,F1_orth_error,F2_orth_error,R1_det_error,R2_det_error,F1_det_error,F2_det_error,base_x,base_y,elbow_x,elbow_y,tip_x,tip_y,x1,y1,x2,y2,target_angle_error_norm_rad,target_angle_error_norm_deg,target_step_error_norm_rad,target_step_error_norm_deg,target_error_R1_deg,target_error_R2_deg,target_error_F1_deg,target_error_F2_deg
0.0000000000000000e+00,0.0000000000000000e+00,1.2111995370399429e+00,-1.2727790876765885e-01,5.5263968880412428e-01,-7.2924869976379885e+00,3.1663921759899534e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0250226675538069e-15,7.5823346424703718e-15,0.0000000000000000e+00,0.0000000000000000e+00,5.5511151231257827e-15,5.3290705182007514e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-6.3467271867909986e-02,-4.9595554780811235e-01,1.9900063049375419e-01,-9.2152645873820394e-01,-3.1733635933955118e-02,-2.4797777390405681e-01,6.7766679312922323e-02,-7.0874100327315992e-01,3.9735086302567200e+00,2.2766527437251878e+02,0.0000000000000000e+00,0.0000000000000000e+00,1.7270751300236202e+02,-1.4833607824010048e+02,0.0000000000000000e+00,0.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e-03,1.2111995370399429e+00,-1.3199447928942570e-01,5.6408449957663565e-01,-7.5627265823110461e+00,3.2319661114490295e+01,-4.7165705217668448e-03,1.1444810772511351e-02,-2.7023958467305681e-01,6.5573935459075972e-01,8.1915994485488211e-15,7.7193255089887473e-15,1.0209433901066269e-19,1.2983165139025723e-19,5.7731597280508140e-15,5.3290705182007514e-15,0.0000000000000000e+00,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-6.5805766565449203e-02,-4.9565068454177846e-01,2.0151541869503761e-01,-9.1818989445125943e-01,-3.2902883282724733e-02,-2.4782534227088990e-01,6.7854826064794413e-02,-7.0692028949652086e-01,3.9624776913891164e+00,2.2703324813133827e+02,1.2378599723126700e-02,7.0924152041696931e-01,1.7243727341768894e+02,-1.4768033888550971e+02,-2.7023958467305897e-01,6.5573935459076027e-01
2.0000000000000000e+00,2.0000000000000000e-03,1.2111995370399429e+00,-1.3677582011853137e-01,5.7576595576264911e-01,-7.8366772322323826e+00,3.2988959252515855e+01,-4.7813408291056811e-03,1.1681456186013359e-02,-2.7395064992133733e-01,6.6929813802555294e-01,8.1922105469549123e-15,7.7182719697158660e-15,1.2675949392512147e-19,3.1401883403615193e-16,5.9952043329758453e-15,5.3290705182007514e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-6.8174880192103757e-02,-4.9533038036324029e-01,2.0406382744293244e-01,-9.1471813181195061e-01,-3.4087440096052017e-02,-2.4766519018162081e-01,6.7944473625414545e-02,-7.0502425608759733e-01,3.9512518074649212e+00,2.2639005236117814e+02,1.2622109124461753e-02,7.2319358138522516e-01,1.7216332276776762e+02,-1.4701104074748415e+02,-2.7395064992134133e-01,6.6929813802554616e-01
3.0000000000000000e+00,3.0000000000000001e-03,1.2111995370399429e+00,-1.4162800989200852e-01,5.8770539694312751e-01,-8.1146872276491617e+00,3.3673038841901956e+01,-4.8521897734771424e-03,1.1939441180478422e-02,-2.7800999541677923e-01,6.8407958938610702e-01,8.1921904730812396e-15,7.4046788863609330e-15,1.1102353096300198e-16,1.5700984101426883e-16,5.7731597280508140e-15,5.1070259132757201e-15,0.0000000000000000e+00,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-7.0577505222777892e-02,-4.9499375325000694e-01,2.0664893522089339e-01,-9.1110131232449865e-01,-3.5288752611389085e-02,-2.4749687662500414e-01,6.8035714999057917e-02,-7.0304753278725463e-01,3.9398131913961367e+00,2.2573466793696625e+02,1.2887746168354489e-02,7.3841346288261034e-01,1.7188531277235086e+02,-1.4632696115809804e+02,-2.7800999541677168e-01,6.8407958938609970e-01
4.0000000000000000e+00,4.0000000000000001e-03,1.2111995370399429e+00,-1.4655817387700426e-01,5.9992768685079612e-01,-8.3971648162968169e+00,3.4373324469596710e+01,-4.9301639849957477e-03,1.2222289907668623e-02,-2.8247758864765565e-01,7.0028562769475278e-01,8.5052256406489197e-15,7.3980434293808065e-15,7.2701166823359952e-20,1.1552277423037229e-18,5.9952043329758453e-15,5.1070259132757201e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-7.3017037966663798e-02,-4.9463978021038174e-01,2.0927435668399186e-01,-9.0732800212395626e-01,-3.6508518983332044e-02,-2.4731989010519156e-01,6.8128659358664190e-02,-7.0098389116717086e-01,3.9281410791641389e+00,2.2506590516806975e+02,1.3179183871015823e-02,7.5511161323609333e-01,1.7160283518370318e+02,-1.4562667553040330e+02,-2.8247758864765199e-01,7.0028562769474534e-01
5.0000000000000000e+00,5.0000000000000001e-03,1.2111995370399429e+00,-1.5157475377965118e-01,6.1246210384239974e-01,-8.6845936723086350e+00,3.5091493661872668e+01,-5.0165799026469018e-03,1.2534416991603634e-02,-2.8742885601181689e-01,7.1816919227595444e-01,8.6513395178019274e-15,7.2547310394101427e-15,3.1401881879224625e-16,1.1102544455413107e-16,6.2172489379008766e-15,5.1070259132757201e-15,2.2204460492503131e-16,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-7.5497508765120167e-02,-4.9426726188395342e-01,2.1194438135894889e-01,-9.0338479976506481e-01,-3.7748754382560229e-02,-2.4713363094197743e-01,6.8223436296914547e-02,-6.9882603082451100e-01,3.9162109722090563e+00,2.2438236039040385e+02,1.3501025266217291e-02,7.7355176685373950e-01,1.7131540632769136e+02,-1.4490850633812732e+02,-2.8742885601180534e-01,7.1816919227594755e-01
6.0000000000000000e+00,6.0000000000000001e-03,1.2111995370399429e+00,-1.5668787449798366e-01,6.2534354720934271e-01,-8.9775539096099859e+00,3.5829546000835286e+01,-5.1131207183325155e-03,1.2881443366942915e-02,-2.9296023730135290e-01,7.3805233896261802e-01,8.8021733420120775e-15,7.2538358562880177e-15,7.3310805717906524e-21,1.5700950783252087e-16,6.2172489379008766e-15,5.1070259132757201e-15,0.0000000000000000e+00,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-7.8023759028786860e-02,-4.9387477464132323e-01,2.1466416223301679e-01,-8.9925580619983636e-01,-3.9011879514393590e-02,-2.4693738732066234e-01,6.8320201602115119e-02,-6.9656529042058168e-01,3.9039936098315455e+00,2.2368235708939056e+02,1.3859133692117838e-02,7.9406986826591419e-01,1.7102244609039005e+02,-1.4417045399916472e+02,-2.9296023730134424e-01,7.3805233896261480e-01
7.0000000000000000e+00,7.0000000000000001e-03,1.2111995370399429e+00,-1.6190985424079160e-01,6.3861420919396605e-01,-9.2767513095756922e+00,3.6589898923898907e+01,-5.2219797428079652e-03,1.3270661984623379e-02,-2.9919739996570749e-01,7.6035292306362456e-01,8.8029274876865795e-15,7.2549589386643978e-15,1.1083630603785028e-19,3.2088731283279785e-19,6.4392935428259079e-15,5.1070259132757201e-15,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-8.0601687560938037e-02,-4.9346060426575994e-01,2.1743997811882709e-01,-8.9492189196213434e-01,-4.0300843780469192e-02,-2.4673030213288069e-01,6.8419145278944660e-02,-6.9419124811394906e-01,3.8914535430667110e+00,2.2296386418895327e+02,1.4261119940047709e-02,8.1710198369459530e-01,1.7072324869042430e+02,-1.4341010107610109e+02,-2.9919739996570460e-01,7.6035292306362900e-01
8.0000000000000000e+00,8.0000000000000002e-03,1.2111995370399429e+00,-1.6725593329287256e-01,6.5232595510393399e-01,-9.5830590762032308e+00,3.7375524094295841e+01,-5.3460790520809369e-03,1.3711745909967795e-02,-3.0630776662753750e-01,7.8562517039692314e-01,8.9666795442525678e-15,7.0998052121704622e-15,1.8608122124373428e-19,8.7810959926909705e-19,6.2172489379008766e-15,4.8849813083506888e-15,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,-8.3238602576160045e-02,-4.9302265165118742e-01,2.2027960851985523e-01,-8.9035965663949035e-01,-4.1619301288080203e-02,-2.4651132582559443e-01,6.8520502971847710e-02,-6.9169115414534077e-01,3.8785471019309963e+00,2.2222437958334280e+02,1.4717083173326694e-02,8.4322675257462021e-01,1.7041694092379674e+02,-1.4262447590570417e+02,-3.0630776662752579e-01,7.8562517039692459e-01
9.0000000000000000e+00,9.0000000000000011e-03,1.2111995370399429e+00,-1.7274534850922191e-01,6.6654381960025511e-01,-9.8975794000949424e+00,3.8190147723623937e+01,-5.4894152163493829e-03,1.4217864496321170e-02,-3.1452032389171336e-01,8.1462362932809906e-01,9.2811123986819138e-15,7.0971131801576602e-15,1.8936741694404240e-19,4.4062074285509743e-19,6.4392935428259079e-15,4.8849813083506888e-15,2.2204460492503131e-16,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-8.5943740890297507e-02,-4.9255829441983962e-01,2.2319288633941731e-01,-8.8553990430131524e-01,-4.2971870445148941e-02,-2.4627914720992056e-01,6.8624572724559990e-02,-6.8904909936057945e-01,3.8652194053529665e+00,2.2146075881879074e+02,1.5240779187864352e-02,8.7323232395544981e-01,1.7010242059990503e+02,-1.4180985227637606e+02,-3.1452032389172591e-01,8.1462362932809618e-01
1.0000000000000000e+01,1.0000000000000000e-02,1.2111995370399429e+00,-1.7840297853629336e-01,6.8135133962171845e-01,-1.0221737722692623e+01,3.9038556125909253e+01,-5.6576300270714365e-03,1.4807520021463414e-02,-3.2415832259767902e-01,8.4840840228531977e-01,9.1340616645098867e-15,6.9547807989548891e-15,1.5700924789462239e-16,8.7124278955568998e-19,6.4392935428259079e-15,4.8849813083506888e-15,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-8.8729063146998258e-02,-4.9206417605131142e-01,2.2619254405149924e-01,-8.8042532410749286e-01,-4.4364531573499323e-02,-2.4603208802565643e-01,6.8731740452250598e-02,-6.8624475007940400e-01,3.8513997940098377e+00,2.2066895341431834e+02,1.5851543354174193e-02,9.0822653296282996e-01,1.6977826227730733e+02,-1.4096144387409075e+02,-3.2415832259769106e-01,8.4840840228532244e-01
1.1000000000000000e+01,1.0999999999999999e-02,1.2111995370399429e+00,-1.8426198168494173e-01,6.9685907104521760e-01,-1.0557433875264035e+01,3.9927083686298161e+01,-5.8590031486484033e-03,1.5507731423499168e-02,-3.3569615257141400e-01,8.8852756038890657e-01,8.9695837765344183e-15,6.9559178879513440e-15,6.1071700921655646e-19,8.1933414340140179e-19,6.2172489379008766e-15,4.8849813083506888e-15,0.0000000000000000e+00,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-9.1610529271611202e-02,-4.9153586942010169e-01,2.2929556996570791e-01,-8.7496679601873684e-01,-4.5805264635805809e-02,-2.4576793471005157e-01,6.8842520347048436e-02,-6.8325133271942118e-01,3.8369945260073588e+00,2.1984359235502146e+02,1.6577625034945528e-02,9.4982794885279265e-01,1.6944256612473598e+02,-1.4007291631370185e+02,-3.3569615257142021e-01,8.8852756038889913e-01
1.2000000000000000e+01,1.2000000000000000e-02,1.2111995370399429e+00,-1.9036827574985082e-01,7.1321899243031817e-01,-1.0907298753649108e+01,4.0864438134830237e+01,-6.1062940649091154e-03,1.6359921385100500e-02,-3.4986487838507585e-01,9.3735444853207861e-01,9.1400462806337730e-15,7.1190788995792460e-15,5.7559841054354862e-20,2.3157052994163903e-18,6.2172489379008766e-15,4.8849813083506888e-15,0.0000000000000000e+00,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-9.4610265253592507e-02,-4.9096730818726092e-01,2.3252551015875095e-01,-8.6909715948885391e-01,-4.7305132626796476e-02,-2.4548365409363118e-01,6.8957622452579276e-02,-6.8003223383805933e-01,3.8218744048659978e+00,2.1897727322789493e+02,1.7462355366153225e-02,1.0005192628382051e+00,1.6909270124635088e+02,-1.3913556186516976e+02,-3.4986487838508395e-01,9.3735444853208849e-01
1.3000000000000000e+01,1.3000000000000001e-02,1.2111995370399429e+00,-1.9678872982774456e-01,7.3065072936946662e-01,-1.1275163674869980e+01,4.1863203091025746e+01,-6.4204540778937357e-03,1.7431736939148453e-02,-3.6786492122086978e-01,9.9876495619550232e-01,8.9961274942597094e-15,6.8053871379551799e-15,4.1883957863805632e-19,1.1104429839178666e-16,6.4392935428259079e-15,4.8849813083506888e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-9.7760526636202161e-02,-4.9034975214821147e-01,2.3591667368675640e-01,-8.6271989862162601e-01,-4.8880263318101302e-02,-2.4517487607410643e-01,6.9078073525277173e-02,-6.7653482538492060e-01,3.8058522188029800e+00,2.1805926958791068e+02,1.8576535825659747e-02,1.0643571007838755e+00,1.6872483632513001e+02,-1.3813679690897425e+02,-3.6786492122087472e-01,9.9876495619550887e-01
1.4000000000000000e+01,1.4000000000000000e-02,1.2111995370399429e+00,-2.0362770097284558e-01,7.4949424965134581e-01,-1.1667007857696019e+01,4.2942857274346586e+01,-6.8389711451009990e-03,1.8843520281879148e-02,-3.9184418282603900e-01,1.0796541833208424e+00,8.8282177702048507e-15,6.8484875909180730e-15,1.5700926153146320e-16,1.5726005776099735e-18,6.2172489379008766e-15,4.8849813083506888e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.0111170210531009e-01,-4.8966970878069133e-01,2.3952260837600356e-01,-8.5568646594205411e-01,-5.0555851052655268e-02,-2.4483485439034633e-01,6.9205453135346789e-02,-6.7267808736137447e-01,3.7886373324627383e+00,2.1707292925581743e+02,2.0046191232678572e-02,1.1485621529446355e+00,1.6833299214230399e+02,-1.3705714272565342e+02,-3.9184418282603345e-01,1.0796541833208513e+00
1.5000000000000000e+01,1.4999999999999999e-02,1.2111995370399429e+00,-2.1106542649295523e-01,7.7033160069093909e-01,-1.2093158139175047e+01,4.4136749545147822e+01,-7.4377255201096473e-03,2.0837351039593194e-02,-4.2615028147902789e-01,1.1938922708012283e+00,8.6831444090090275e-15,6.9799497227023797e-15,5.9331469598505329e-19,3.1402435393610089e-16,6.2172489379008766e-15,4.8849813083506888e-15,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.0475090069076447e-01,-4.8890413048416109e-01,2.4343572932118357e-01,-8.4774402609350208e-01,-5.2375450345382463e-02,-2.4445206524208121e-01,6.9342414315209627e-02,-6.6832407828883345e-01,3.7697306017474066e+00,2.1598965338143856e+02,2.2124984955016923e-02,1.2676682597129132e+00,1.6790684186082495e+02,-1.3586325045485216e+02,-4.2615028147903000e-01,1.1938922708012267e+00
1.6000000000000000e+01,1.6000000000000000e-02,1.2111995370399429e+00,-2.1946860033724508e-01,7.9433565553632102e-01,-1.2574624534967580e+01,4.5512080578988758e+01,-8.4031738442898705e-03,2.4004054845381952e-02,-4.8146639579253281e-01,1.3753310338409397e+00,8.6852477743711959e-15,6.8473120701430363e-15,1.1102268215303352e-16,1.1102230579697366e-16,5.9952043329758453e-15,4.8849813083506888e-15,0.0000000000000000e+00,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.0885550035868391e-01,-4.8800663934178251e-01,2.4784360820572726e-01,-8.3838607074344806e-01,-5.4427750179342191e-02,-2.4400331967089189e-01,6.9494053923521731e-02,-6.6319635504261698e-01,3.7481227831419948e+00,2.1475161657086420e+02,2.5432419854930714e-02,1.4571703204922473e+00,1.6742537546503237e+02,-1.3448791942101124e+02,-4.8146639579254091e-01,1.3753310338409510e+00
1.7000000000000000e+01,1.7000000000000001e-02,1.2111995370399429e+00,-2.2986047851124733e-01,8.2474390687055954e-01,-1.3170035295552024e+01,4.7254345042813682e+01,-1.0391878174002250e-02,3.0408251334238572e-02,-5.9541076058444542e-01,1.7422644638249245e+00,8.5486870329138331e-15,7.0261000652581353e-15,5.0114929015462361e-19,1.5035193276598904e-18,5.9952043329758453e-15,4.8849813083506888e-15,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.1392083696585814e-01,-4.8684909664597137e-01,2.5326615522637713e-01,-8.2622162465143523e-01,-5.6960418482929320e-02,-2.4342454832298632e-01,6.9672659130259551e-02,-6.5653536064870499e-01,3.7210176530839147e+00,2.1319860701538303e+02,3.2134916853627245e-02,1.8411951107166598e+00,1.6682996470444800e+02,-1.3274565495718630e+02,-5.9541076058444387e-01,1.7422644638249345e+00
1.8000000000000000e+01,1.8000000000000002e-02,1.2111995370399429e+00,-2.4998194476732225e-01,8.8573369441416483e-01,-1.4322910389640018e+01,5.0748802462461825e+01,-2.0121466256074954e-02,6.0989787543605178e-02,-1.1528750940879966e+00,3.4944574196481368e+00,8.7258629572480031e-15,6.5918184358585585e-15,6.0917553217277797e-20,1.5704138975152541e-16,5.9952043329758453e-15,4.6629367034256575e-15,2.2204460492503131e-16,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.2369323263748987e-01,-4.8445844424438284e-01,2.6349647724054875e-01,-8.0081920123639705e-01,-6.1846616318745211e-02,-2.4222922212219206e-01,6.9901622301529451e-02,-6.4263882274039164e-01,3.6674667190132402e+00,2.1013036450415004e+02,6.4223263611470779e-02,3.6797219514933928e+00,1.6567708961035999e+02,-1.2925119753753816e+02,-1.1528750940880073e+00,3.4944574196481368e+00
1.9000000000000000e+01,1.9000000000000000e-02,1.2111995370399429e+00,-2.5616299274647625e-01,9.0517759084709970e-01,-1.4677058351813409e+01,5.1862855665358467e+01,-6.1810479791539778e-03,1.9443896432934815e-02,-3.5414796217338940e-01,1.1140532028966410e+00,8.5499797584725564e-15,6.5912302174281915e-15,1.5700926095415157e-16,6.4886819965443680e-19,5.9952043329758453e-15,4.6629367034256575e-15,1.1102230246251565e-16,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.2668531159354593e-01,-4.8368464088334062e-01,2.6658210733452437e-01,-7.9245759502546376e-01,-6.3342655796773228e-02,-2.4184232044167092e-01,6.9948397870489259e-02,-6.3807111795440385e-01,3.6506515391826677e+00,2.0916692566810474e+02,2.0402707237406108e-02,1.1689890153443894e+00,1.6532294164818657e+02,-1.2813714433464153e+02,-3.5414796217340194e-01,1.1140532028966441e+00
2.0000000000000000e+01,2.0000000000000000e-02,1.2111995370399429e+00,-2.6140531278041240e-01,9.2190771707714425e-01,-1.4977421164614830e+01,5.2821421289061135e+01,-5.2423200339361585e-03,1.6730126230044651e-02,-3.0036281280142035e-01,9.5856562370267351e-01,8.5501250948802944e-15,6.5906590800160839e-15,1.5701000396770733e-16,1.4172837854687659e-18,5.9952043329758453e-15,4.6629367034256575e-15,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.2921918888880615e-01,-4.8301387270234697e-01,2.6915876363329638e-01,-7.8516450888287437e-01,-6.4609594444403340e-02,-2.4150693635117410e-01,6.9969787372245129e-02,-6.3408919079261228e-01,3.6362728631855683e+00,2.0834308821848489e+02,1.7532228694933046e-02,1.0045227096778189e+00,1.6502257883538513e+02,-1.2717857871093885e+02,-3.0036281280142330e-01,9.5856562370266774e-01
2.1000000000000000e+01,2.1000000000000001e-02,1.2111995370399429e+00,-2.6610132762637095e-01,9.3709665685308463e-01,-1.5246482995819033e+01,5.3691683433500899e+01,-4.6960148459585767e-03,1.5188939775940413e-02,-2.6906183120420385e-01,8.7026214443976790e-01,8.5519664378124917e-15,6.7129504381122293e-15,1.1102371619078011e-16,6.8628465178852992e-19,5.9952043329758453e-15,4.6629367034256575e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3148599606503564e-01,-4.8240173386793028e-01,2.7143517502340708e-01,-7.7846681098564408e-01,-6.5742998032518096e-02,-2.4120086693396575e-01,6.9974589479185750e-02,-6.3043427242678884e-01,3.6232931105996724e+00,2.0759940317618904e+02,1.5898315852649565e-02,9.1090639972275089e-01,1.6475351700418094e+02,-1.2630831656649909e+02,-2.6906183120421195e-01,8.7026214443976602e-01
2.2000000000000000e+01,2.1999999999999999e-02,1.2111995370399429e+00,-2.7042129930852454e-01,9.5125073269141314e-01,-1.5493999140822464e+01,5.4502652241945221e+01,-4.3199716821536215e-03,1.4154075838328423e-02,-2.4751614500343325e-01,8.1096880844431118e-01,8.5507815444379297e-15,6.7804727191122110e-15,1.1102231128964054e-16,1.5700924668465124e-16,5.9952043329758453e-15,4.6629367034256575e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3356872450876967e-01,-4.8182921853401584e-01,2.7350247470610461e-01,-7.7216185323043462e-01,-6.6784362254385110e-02,-2.4091460926700853e-01,6.9966875098667503e-02,-6.2699553588222678e-01,3.6112633074992107e+00,2.0691014623015917e+02,1.4798649200915727e-02,8.4790014170711947e-01,1.6450600085917753e+02,-1.2549734775805477e+02,-2.4751614500343141e-01,8.1096880844431596e-01
2.3000000000000000e+01,2.3000000000000000e-02,1.2111995370399429e+00,-2.7445877782445161e-01,9.6464707995890242e-01,-1.5725329619659828e+01,5.5270206401263970e+01,-4.0374785159270404e-03,1.3396347267489148e-02,-2.3133047883736255e-01,7.6755415931874105e-01,8.4173307831609133e-15,6.9012988070860927e-15,1.1102234742592608e-16,3.2219735533722703e-19,5.7731597280508140e-15,4.8849813083506888e-15,1.1102230246251565e-16,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.3551300567566016e-01,-4.8128601194378018e-01,2.7541094762054358e-01,-7.6613949113513458e-01,-6.7756502837830357e-02,-2.4064300597189067e-01,6.9948970972441710e-02,-6.2371275153945893e-01,3.5999373178032310e+00,2.0626121482177089e+02,1.3991545764415671e-02,8.0165652116516117e-01,1.6427467038034021e+02,-1.2472979359873604e+02,-2.3133047883737015e-01,7.6755415931874249e-01
